"date";"pronostico";"Unidades"
"818";2014-03-28;1637.347;1280
"819";2014-03-29;549.23;653
"820";2014-03-30;12.682;2
"821";2014-03-31;1139.329;1210
"822";2014-04-01;764.371;1219
"823";2014-04-02;841.83;960
"824";2014-04-03;1017.193;1220
"825";2014-04-04;1108.562;1438
"826";2014-04-05;320.834;382
"827";2014-04-06;6.982;0
"828";2014-04-07;818.923;1087
"829";2014-04-08;1004.38;1290
"830";2014-04-09;1202.532;1480
"831";2014-04-10;1265.484;1582
"832";2014-04-11;1266.75;1575
"833";2014-04-12;359.462;228
"834";2014-04-13;1.789;0
"835";2014-04-14;877.493;1321
"836";2014-04-15;1039.77;1133
"837";2014-04-16;1179.198;886
"838";2014-04-17;285.634;0
"839";2014-04-18;276.117;0
"840";2014-04-19;362.836;0
"841";2014-04-20;1.921;0
"842";2014-04-21;821.766;684
"843";2014-04-22;1070.436;1079
"844";2014-04-23;1284.48;1182
"845";2014-04-24;1185.412;1386
"846";2014-04-25;1411.847;1157
"847";2014-04-26;415.36;479
"848";2014-04-27;8.735;1
"849";2014-04-28;1084.64;1081
"850";2014-04-29;1586.779;1427
"851";2014-04-30;2045.81;1945
"852";2014-05-01;18.118;2
"853";2014-05-02;844.764;917
"854";2014-05-03;285.983;294
"855";2014-05-04;6.12;1
"856";2014-05-05;701.357;849
"857";2014-05-06;927.58;1070
"858";2014-05-07;1101.018;1127
"859";2014-05-08;1105.109;1240
"860";2014-05-09;1206.722;1202
"861";2014-05-10;355.79;316
"862";2014-05-11;6.994;0
"863";2014-05-12;785.801;788
"864";2014-05-13;1032.457;1193
"865";2014-05-14;1179.763;1272
"866";2014-05-15;1144.048;1218
"867";2014-05-16;1183.307;1235
"868";2014-05-17;348.784;362
"869";2014-05-18;6.621;1
"870";2014-05-19;793.176;822
"871";2014-05-20;1108.346;1140
"872";2014-05-21;1104.839;1210
"873";2014-05-22;1177.79;1249
"874";2014-05-23;1288.955;1227
"875";2014-05-24;333.278;390
"876";2014-05-25;7.795;0
"877";2014-05-26;907.995;729
"878";2014-05-27;1160.514;1282
"879";2014-05-28;1458.266;1689
"880";2014-05-29;1745.916;1625
"881";2014-05-30;2052.938;1890
"882";2014-05-31;465.797;673
"883";2014-06-01;5.363;1
"884";2014-06-02;12.573;0
"885";2014-06-03;861.755;760
"886";2014-06-04;1029.763;998
"887";2014-06-05;1063.728;1232
"888";2014-06-06;1178.813;1229
"889";2014-06-07;349.198;368
"890";2014-06-08;7.047;1
"891";2014-06-09;833.746;1049
"892";2014-06-10;1072.105;1213
"893";2014-06-11;1176.706;1317
"894";2014-06-12;1191.801;1233
"895";2014-06-13;1312.096;847
"896";2014-06-14;374.173;410
"897";2014-06-15;7.295;0
"898";2014-06-16;817.567;1102
"899";2014-06-17;1050.992;1195
"900";2014-06-18;1113.985;1161
"901";2014-06-19;1202.987;1198
"902";2014-06-20;1408.539;1232
"903";2014-06-21;350.41;333
"904";2014-06-22;7.51;1
"905";2014-06-23;19.185;0
"906";2014-06-24;1004.268;829
"907";2014-06-25;1311.489;1220
"908";2014-06-26;1377.13;1489
"909";2014-06-27;1474.837;1889
"910";2014-06-28;462.503;839
"911";2014-06-29;11.133;1
"912";2014-06-30;30.556;5
"913";2014-07-01;765.514;543
"914";2014-07-02;843.089;1001
"915";2014-07-03;1018.714;1143
"916";2014-07-04;1110.22;920
"917";2014-07-05;321.314;245
"918";2014-07-06;6.992;0
"919";2014-07-07;820.148;768
"920";2014-07-08;1005.882;1172
"921";2014-07-09;1204.331;1181
"922";2014-07-10;1267.376;1273
"923";2014-07-11;1268.644;1229
"924";2014-07-12;360;383
"925";2014-07-13;7.783;1
"926";2014-07-14;878.805;952
"927";2014-07-15;1041.325;1174
"928";2014-07-16;1180.962;955
"929";2014-07-17;1242.418;1345
"930";2014-07-18;1201.023;1133
"931";2014-07-19;363.379;329
"932";2014-07-20;0.18;2
"933";2014-07-21;822.994;686
"934";2014-07-22;1072.037;1212
"935";2014-07-23;1286.4;1168
"936";2014-07-24;1187.184;1334
"937";2014-07-25;1413.958;1260
"938";2014-07-26;415.981;528
"939";2014-07-27;8.748;3
"940";2014-07-28;1086.262;1075
"941";2014-07-29;1589.152;1476
"942";2014-07-30;2048.869;1724
"943";2014-07-31;1659.236;1552
"944";2014-08-01;937.638;1604
"945";2014-08-02;257.715;318
"946";2014-08-03;6.261;0
"947";2014-08-04;739.305;825
"948";2014-08-05;933.171;1034
"949";2014-08-06;1133.893;1318
"950";2014-08-07;25.826;4
"951";2014-08-08;1232.052;1239
"952";2014-08-09;368.139;368
"953";2014-08-10;7.789;1
"954";2014-08-11;844.801;1047
"955";2014-08-12;1045.525;1160
"956";2014-08-13;1262.096;1553
"957";2014-08-14;1284.614;1604
"958";2014-08-15;1275.464;1423
"959";2014-08-16;360.996;344
"960";2014-08-17;7.636;0
"961";2014-08-18;17.229;0
"962";2014-08-19;1055.338;927
"963";2014-08-20;1354.864;1108
"964";2014-08-21;1203.032;1291
"965";2014-08-22;1313.082;1400
"966";2014-08-23;393.226;384
"967";2014-08-24;7.296;1
"968";2014-08-25;941.567;865
"969";2014-08-26;1208.107;1479
"970";2014-08-27;1418.636;1622
"971";2014-08-28;1587.869;1723
"972";2014-08-29;1946.469;1969
"973";2014-08-30;626.297;917
"974";2014-08-31;10.198;8
"975";2014-09-01;615.891;810
"976";2014-09-02;738.288;803
"977";2014-09-03;1001.49;1297
"978";2014-09-04;1066;1477
"979";2014-09-05;1127.449;1346
"980";2014-09-06;341.894;408
"981";2014-09-07;7.268;1
"982";2014-09-08;809.277;1042
"983";2014-09-09;1054.624;1254
"984";2014-09-10;1245.948;1497
"985";2014-09-11;1218.115;1378
"986";2014-09-12;1263.194;1256
"987";2014-09-13;380.551;472
"988";2014-09-14;7.788;1
"989";2014-09-15;837.793;938
"990";2014-09-16;1034.16;1225
"991";2014-09-17;1221.412;1384
"992";2014-09-18;1153.187;1311
"993";2014-09-19;1275.05;1218
"994";2014-09-20;408.522;328
"995";2014-09-21;7.293;0
"996";2014-09-22;862.502;890
"997";2014-09-23;1126.492;1206
"998";2014-09-24;1167.112;1335
"999";2014-09-25;1357.641;1466
"1000";2014-09-26;1459.625;1514
"1001";2014-09-27;427.751;469
"1002";2014-09-28;9.626;10
"1003";2014-09-29;1278.544;1285
"1004";2014-09-30;1794.181;2026
"1005";2014-10-01;841.413;1156
"1006";2014-10-02;825.443;1286
"1007";2014-10-03;1021.202;1165
"1008";2014-10-04;304.543;333
"1009";2014-10-05;6.325;0
"1010";2014-10-06;759.461;929
"1011";2014-10-07;981.183;1290
"1012";2014-10-08;1105.612;1457
"1013";2014-10-09;1179.124;989
"1014";2014-10-10;1270.472;1861
"1015";2014-10-11;348.001;370
"1016";2014-10-12;7.087;5
"1017";2014-10-13;18.21;0
"1018";2014-10-14;1051.357;969
"1019";2014-10-15;1144.57;1261
"1020";2014-10-16;1156.244;1369
"1021";2014-10-17;1245.453;1349
"1022";2014-10-18;329.452;389
"1023";2014-10-19;7.153;2
"1024";2014-10-20;907.463;931
"1025";2014-10-21;984.588;1175
"1026";2014-10-22;1178.326;1360
"1027";2014-10-23;1259.476;1344
"1028";2014-10-24;1190.084;1404
"1029";2014-10-25;387.862;373
"1030";2014-10-26;8.189;0
"1031";2014-10-27;950.177;1095
"1032";2014-10-28;1299.547;1459
"1033";2014-10-29;1746.712;1871
"1034";2014-10-30;2005.986;1827
"1035";2014-10-31;1663.289;2514
"1036";2014-11-01;270.981;230
"1037";2014-11-02;5.345;1
"1038";2014-11-03;15.434;0
"1039";2014-11-04;931.847;674
"1040";2014-11-05;1080.639;959
"1041";2014-11-06;1169.631;1373
"1042";2014-11-07;1266.18;1360
"1043";2014-11-08;356.068;350
"1044";2014-11-09;7.635;0
"1045";2014-11-10;891.34;852
"1046";2014-11-11;1064.818;473
"1047";2014-11-12;1210.748;1681
"1048";2014-11-13;1301.876;1596
"1049";2014-11-14;1356.737;1535
"1050";2014-11-15;368.614;391
"1051";2014-11-16;7.487;23
"1052";2014-11-17;18.823;0
"1053";2014-11-18;1008.061;915
"1054";2014-11-19;1222.111;1192
"1055";2014-11-20;1397.567;1137
"1056";2014-11-21;1270.574;1558
"1057";2014-11-22;379.486;422
"1058";2014-11-23;8.155;0
"1059";2014-11-24;834.941;1080
"1060";2014-11-25;1186.786;1333
"1061";2014-11-26;1399.023;1555
"1062";2014-11-27;1463.349;1784
"1063";2014-11-28;1677.018;2098
"1064";2014-11-29;562.537;1175
"1065";2014-11-30;12.989;69
"1066";2014-12-01;819.261;684
"1067";2014-12-02;982.074;1055
"1068";2014-12-03;1332.187;1285
"1069";2014-12-04;1417.999;1699
"1070";2014-12-05;1499.738;1769
"1071";2014-12-06;454.79;348
"1072";2014-12-07;9.668;1
"1073";2014-12-08;23.19;0
"1074";2014-12-09;1402.867;1175
"1075";2014-12-10;1657.366;1786
"1076";2014-12-11;1620.343;1864
"1077";2014-12-12;1680.307;2289
"1078";2014-12-13;506.211;700
"1079";2014-12-14;10.359;1
"1080";2014-12-15;1114.436;1516
"1081";2014-12-16;1375.645;1941
"1082";2014-12-17;1624.729;2108
"1083";2014-12-18;1533.975;2360
"1084";2014-12-19;1696.078;2391
"1085";2014-12-20;543.418;624
"1086";2014-12-21;9.701;1
"1087";2014-12-22;1147.305;1415
"1088";2014-12-23;1498.466;2593
"1089";2014-12-24;1552.498;1909
"1090";2014-12-25;38.904;0
"1091";2014-12-26;1941.6;1656
"1092";2014-12-27;568.997;983
"1093";2014-12-28;12.805;0
"1094";2014-12-29;1700.726;2106
"1095";2014-12-30;2386.629;3437
"1096";2014-12-31;2169.808;822
"1097";2015-01-01;13.693;0
"1098";2015-01-02;638.476;117
"1099";2015-01-03;216.147;76
"1100";2015-01-04;4.626;0
"1101";2015-01-05;530.089;325
"1102";2015-01-06;701.069;739
"1103";2015-01-07;832.154;1128
"1104";2015-01-08;835.246;1067
"1105";2015-01-09;912.046;1180
"1106";2015-01-10;268.908;377
"1107";2015-01-11;5.286;0
"1108";2015-01-12;12.794;2
"1109";2015-01-13;780.336;859
"1110";2015-01-14;891.67;1111
"1111";2015-01-15;864.677;949
"1112";2015-01-16;894.349;1271
"1113";2015-01-17;263.612;394
"1114";2015-01-18;5.004;0
"1115";2015-01-19;599.486;811
"1116";2015-01-20;837.693;1097
"1117";2015-01-21;835.042;1169
"1118";2015-01-22;890.179;1044
"1119";2015-01-23;974.198;772
"1120";2015-01-24;251.893;323
"1121";2015-01-25;5.891;0
"1122";2015-01-26;686.267;731
"1123";2015-01-27;877.122;1164
"1124";2015-01-28;1102.164;1171
"1125";2015-01-29;1319.572;1250
"1126";2015-01-30;1551.62;1580
"1127";2015-01-31;352.051;659
"1128";2015-02-01;4.894;1
"1129";2015-02-02;532.588;739
"1130";2015-02-03;786.346;880
"1131";2015-02-04;939.652;1033
"1132";2015-02-05;970.645;1016
"1133";2015-02-06;1075.66;1181
"1134";2015-02-07;318.641;312
"1135";2015-02-08;6.43;0
"1136";2015-02-09;760.788;856
"1137";2015-02-10;978.289;1074
"1138";2015-02-11;1073.737;1203
"1139";2015-02-12;1087.512;1145
"1140";2015-02-13;1197.28;1091
"1141";2015-02-14;341.431;274
"1142";2015-02-15;6.657;1
"1143";2015-02-16;746.025;667
"1144";2015-02-17;959.024;994
"1145";2015-02-18;1016.505;1081
"1146";2015-02-19;1097.718;1136
"1147";2015-02-20;1285.283;1121
"1148";2015-02-21;319.747;331
"1149";2015-02-22;6.853;22
"1150";2015-02-23;812.632;787
"1151";2015-02-24;916.389;1153
"1152";2015-02-25;1196.726;1242
"1153";2015-02-26;1256.623;1188
"1154";2015-02-27;1345.78;1791
"1155";2015-02-28;422.031;691
"1156";2015-03-01;5.088;0
"1157";2015-03-02;553.705;438
"1158";2015-03-03;817.525;1071
"1159";2015-03-04;976.909;1129
"1160";2015-03-05;1009.131;1310
"1161";2015-03-06;1118.309;1126
"1162";2015-03-07;331.275;293
"1163";2015-03-08;6.685;1
"1164";2015-03-09;790.953;665
"1165";2015-03-10;1017.078;1051
"1166";2015-03-11;1116.31;1196
"1167";2015-03-12;1130.631;1184
"1168";2015-03-13;1244.751;1141
"1169";2015-03-14;354.968;314
"1170";2015-03-15;6.921;0
"1171";2015-03-16;775.605;734
"1172";2015-03-17;997.049;974
"1173";2015-03-18;1056.809;1118
"1174";2015-03-19;1141.242;1091
"1175";2015-03-20;1336.244;1210
"1176";2015-03-21;332.425;312
"1177";2015-03-22;7.125;0
"1178";2015-03-23;18.2;0
"1179";2015-03-24;952.723;862
"1180";2015-03-25;1244.176;1098
"1181";2015-03-26;1306.448;1174
"1182";2015-03-27;1399.14;1723
"1183";2015-03-28;438.764;541
"1184";2015-03-29;2.432;29
"1185";2015-03-30;1345.609;1333
"1186";2015-03-31;1331.548;1692
"1187";2015-04-01;817.386;613
"1188";2015-04-02;184.627;0
"1189";2015-04-03;228.413;0
"1190";2015-04-04;295.847;1
"1191";2015-04-05;1.415;0
"1192";2015-04-06;737.774;634
"1193";2015-04-07;953.164;882
"1194";2015-04-08;1074.041;1030
"1195";2015-04-09;1145.453;1098
"1196";2015-04-10;1234.193;1110
"1197";2015-04-11;338.063;316
"1198";2015-04-12;6.884;0
"1199";2015-04-13;821.191;740
"1200";2015-04-14;1021.335;1112
"1201";2015-04-15;1111.886;1114
"1202";2015-04-16;1123.227;1072
"1203";2015-04-17;1209.888;1086
"1204";2015-04-18;320.044;251
"1205";2015-04-19;6.949;11
"1206";2015-04-20;881.55;749
"1207";2015-04-21;956.472;972
"1208";2015-04-22;1144.679;1042
"1209";2015-04-23;1223.511;1089
"1210";2015-04-24;1156.1;1042
"1211";2015-04-25;376.786;383
"1212";2015-04-26;7.955;0
"1213";2015-04-27;923.044;816
"1214";2015-04-28;1262.438;1326
"1215";2015-04-29;1696.834;1487
"1216";2015-04-30;1948.704;2007
"1217";2015-05-01;17.926;0
"1218";2015-05-02;228.719;117
"1219";2015-05-03;5.556;0
"1220";2015-05-04;656.123;555
"1221";2015-05-05;828.177;839
"1222";2015-05-06;1006.315;1005
"1223";2015-05-07;1063.982;1183
"1224";2015-05-08;1093.429;1212
"1225";2015-05-09;326.719;310
"1226";2015-05-10;6.913;0
"1227";2015-05-11;749.75;797
"1228";2015-05-12;927.889;1091
"1229";2015-05-13;1120.094;1107
"1230";2015-05-14;1140.078;1222
"1231";2015-05-15;1131.958;1203
"1232";2015-05-16;320.379;327
"1233";2015-05-17;6.777;2
"1234";2015-05-18;15.29;0
"1235";2015-05-19;936.598;792
"1236";2015-05-20;1202.424;1034
"1237";2015-05-21;1067.675;1065
"1238";2015-05-22;1165.343;1159
"1239";2015-05-23;348.983;323
"1240";2015-05-24;6.475;0
"1241";2015-05-25;835.628;916
"1242";2015-05-26;1072.179;1174
"1243";2015-05-27;1259.021;1244
"1244";2015-05-28;1409.213;1419
"1245";2015-05-29;1727.465;1725
"1246";2015-05-30;555.831;827
"1247";2015-05-31;9.05;1
"1248";2015-06-01;563.412;524
"1249";2015-06-02;675.38;820
"1250";2015-06-03;916.155;1033
"1251";2015-06-04;975.169;1201
"1252";2015-06-05;1031.382;1180
"1253";2015-06-06;312.762;334
"1254";2015-06-07;6.649;2
"1255";2015-06-08;15.948;0
"1256";2015-06-09;964.762;808
"1257";2015-06-10;1139.784;1149
"1258";2015-06-11;1114.322;1233
"1259";2015-06-12;1155.56;1239
"1260";2015-06-13;348.125;437
"1261";2015-06-14;7.124;0
"1262";2015-06-15;16.51;0
"1263";2015-06-16;946.042;732
"1264";2015-06-17;1117.339;1051
"1265";2015-06-18;1054.927;1169
"1266";2015-06-19;1166.406;1141
"1267";2015-06-20;373.713;397
"1268";2015-06-21;6.672;0
"1269";2015-06-22;789.01;686
"1270";2015-06-23;1030.507;1188
"1271";2015-06-24;1067.665;1236
"1272";2015-06-25;1241.96;1463
"1273";2015-06-26;1335.254;1420
"1274";2015-06-27;391.303;530
"1275";2015-06-28;8.806;7
"1276";2015-06-29;25.196;0
"1277";2015-06-30;1641.303;1643
"1278";2015-07-01;827.149;743
"1279";2015-07-02;811.45;985
"1280";2015-07-03;1003.891;1099
"1281";2015-07-04;299.381;310
"1282";2015-07-05;6.218;2
"1283";2015-07-06;746.587;639
"1284";2015-07-07;964.55;1088
"1285";2015-07-08;1086.87;1257
"1286";2015-07-09;1159.135;1201
"1287";2015-07-10;1248.935;1226
"1288";2015-07-11;342.101;364
"1289";2015-07-12;6.966;20
"1290";2015-07-13;831;864
"1291";2015-07-14;1033.534;1080
"1292";2015-07-15;1125.167;1226
"1293";2015-07-16;1136.643;1182
"1294";2015-07-17;1224.34;1002
"1295";2015-07-18;323.867;324
"1296";2015-07-19;7.032;0
"1297";2015-07-20;19.217;0
"1298";2015-07-21;967.897;731
"1299";2015-07-22;1158.352;1041
"1300";2015-07-23;1238.125;1329
"1301";2015-07-24;1169.91;1110
"1302";2015-07-25;381.287;420
"1303";2015-07-26;8.05;8
"1304";2015-07-27;934.07;1010
"1305";2015-07-28;1277.518;1322
"1306";2015-07-29;1717.102;1486
"1307";2015-07-30;1971.98;1589
"1308";2015-07-31;1635.093;2083
"1309";2015-08-01;256.014;244
"1310";2015-08-02;5.05;0
"1311";2015-08-03;676.885;651
"1312";2015-08-04;880.379;1023
"1313";2015-08-05;1020.952;1211
"1314";2015-08-06;1105.03;1254
"1315";2015-08-07;25.77;28
"1316";2015-08-08;336.401;245
"1317";2015-08-09;7.213;0
"1318";2015-08-10;842.109;865
"1319";2015-08-11;1006.006;1143
"1320";2015-08-12;1143.875;1157
"1321";2015-08-13;1229.97;1194
"1322";2015-08-14;1281.801;1103
"1323";2015-08-15;348.255;361
"1324";2015-08-16;7.073;4
"1325";2015-08-17;17.784;0
"1326";2015-08-18;952.383;724
"1327";2015-08-19;1154.611;1061
"1328";2015-08-20;1320.376;1097
"1329";2015-08-21;1200.397;1209
"1330";2015-08-22;358.526;394
"1331";2015-08-23;7.705;1
"1332";2015-08-24;788.825;745
"1333";2015-08-25;1121.236;1207
"1334";2015-08-26;1321.751;1277
"1335";2015-08-27;1382.525;1298
"1336";2015-08-28;1584.392;1586
"1337";2015-08-29;531.467;541
"1338";2015-08-30;12.272;20
"1339";2015-08-31;1102.48;1686
"1340";2015-09-01;749.589;744
"1341";2015-09-02;825.55;896
"1342";2015-09-03;997.522;953
"1343";2015-09-04;1087.124;1198
"1344";2015-09-05;314.629;298
"1345";2015-09-06;6.847;1
"1346";2015-09-07;803.086;898
"1347";2015-09-08;984.956;1095
"1348";2015-09-09;1179.277;1230
"1349";2015-09-10;1241.011;1214
"1350";2015-09-11;1242.252;1141
"1351";2015-09-12;352.511;371
"1352";2015-09-13;7.621;0
"1353";2015-09-14;860.523;832
"1354";2015-09-15;1019.662;1053
"1355";2015-09-16;1156.394;1057
"1356";2015-09-17;1216.572;1115
"1357";2015-09-18;1176.038;1034
"1358";2015-09-19;355.819;244
"1359";2015-09-20;8.181;2
"1360";2015-09-21;805.874;519
"1361";2015-09-22;1049.735;1054
"1362";2015-09-23;1259.639;1199
"1363";2015-09-24;1162.487;1110
"1364";2015-09-25;1384.544;985
"1365";2015-09-26;407.327;347
"1366";2015-09-27;8.566;0
"1367";2015-09-28;1063.664;939
"1368";2015-09-29;1556.093;1365
"1369";2015-09-30;2006.247;2121
"1370";2015-10-01;827.179;774
"1371";2015-10-02;830.852;819
"1372";2015-10-03;281.273;242
"1373";2015-10-04;6.019;0
"1374";2015-10-05;689.806;617
"1375";2015-10-06;912.304;1012
"1376";2015-10-07;1082.886;993
"1377";2015-10-08;1086.909;992
"1378";2015-10-09;1186.849;973
"1379";2015-10-10;349.931;326
"1380";2015-10-11;6.878;5
"1381";2015-10-12;16.649;0
"1382";2015-10-13;1015.454;773
"1383";2015-10-14;1160.334;982
"1384";2015-10-15;1125.207;1051
"1385";2015-10-16;1163.82;1069
"1386";2015-10-17;343.04;270
"1387";2015-10-18;6.512;0
"1388";2015-10-19;780.113;630
"1389";2015-10-20;1090.093;909
"1390";2015-10-21;1086.644;987
"1391";2015-10-22;1158.393;979
"1392";2015-10-23;1267.728;920
"1393";2015-10-24;327.789;428
"1394";2015-10-25;7.666;25
"1395";2015-10-26;893.042;741
"1396";2015-10-27;1141.402;1075
"1397";2015-10-28;1434.25;1210
"1398";2015-10-29;1717.164;1395
"1399";2015-10-30;2019.129;1615
"1400";2015-10-31;458.126;757
"1401";2015-11-01;5.236;18
"1402";2015-11-02;12.277;0
"1403";2015-11-03;841.419;517
"1404";2015-11-04;1005.461;792
"1405";2015-11-05;1038.625;904
"1406";2015-11-06;1150.994;986
"1407";2015-11-07;340.958;370
"1408";2015-11-08;6.881;0
"1409";2015-11-09;814.07;773
"1410";2015-11-10;1046.804;1019
"1411";2015-11-11;1148.937;1051
"1412";2015-11-12;1163.676;1099
"1413";2015-11-13;1281.132;1061
"1414";2015-11-14;365.343;240
"1415";2015-11-15;7.123;1
"1416";2015-11-16;17.197;0
"1417";2015-11-17;1026.19;651
"1418";2015-11-18;1087.696;940
"1419";2015-11-19;1174.598;1138
"1420";2015-11-20;1375.298;1100
"1421";2015-11-21;342.141;295
"1422";2015-11-22;7.333;0
"1423";2015-11-23;869.545;766
"1424";2015-11-24;980.569;1048
"1425";2015-11-25;1280.539;1243
"1426";2015-11-26;1344.631;1281
"1427";2015-11-27;1440.032;1344
"1428";2015-11-28;451.588;617
"1429";2015-11-29;10.871;0
"1430";2015-11-30;1384.937;1848
"1431";2015-12-01;935.908;669
"1432";2015-12-02;1030.75;949
"1433";2015-12-03;1245.467;1053
"1434";2015-12-04;1357.341;1281
"1435";2015-12-05;392.834;350
"1436";2015-12-06;8.549;0
"1437";2015-12-07;1002.703;807
"1438";2015-12-08;26.492;5
"1439";2015-12-09;1472.399;1032
"1440";2015-12-10;1549.478;1249
"1441";2015-12-11;1551.028;1387
"1442";2015-12-12;440.131;364
"1443";2015-12-13;9.515;0
"1444";2015-12-14;1074.416;1084
"1445";2015-12-15;1273.111;1303
"1446";2015-12-16;1443.829;1443
"1447";2015-12-17;1518.965;1429
"1448";2015-12-18;1468.355;1681
"1449";2015-12-19;444.262;544
"1450";2015-12-20;10.215;5
"1451";2015-12-21;1006.183;1198
"1452";2015-12-22;1310.659;1789
"1453";2015-12-23;1572.737;1902
"1454";2015-12-24;1451.436;1164
"1455";2015-12-25;37.24;0
"1456";2015-12-26;508.573;297
"1457";2015-12-27;10.695;3
"1458";2015-12-28;1328.05;1288
"1459";2015-12-29;1942.877;2194
"1460";2015-12-30;2504.921;2775
"1461";2015-12-31;2028.561;474
"1462";2016-01-01;13.056;0
"1463";2016-01-02;166.586;3
"1464";2016-01-03;4.047;0
"1465";2016-01-04;477.884;100
"1466";2016-01-05;603.198;258
"1467";2016-01-06;732.944;419
"1468";2016-01-07;774.946;452
"1469";2016-01-08;796.394;782
"1470";2016-01-09;237.964;197
"1471";2016-01-10;5.035;2
"1472";2016-01-11;11.764;0
"1473";2016-01-12;675.823;565
"1474";2016-01-13;815.815;1022
"1475";2016-01-14;830.37;992
"1476";2016-01-15;824.456;974
"1477";2016-01-16;233.346;291
"1478";2016-01-17;4.936;0
"1479";2016-01-18;516.969;667
"1480";2016-01-19;682.166;905
"1481";2016-01-20;875.779;904
"1482";2016-01-21;777.635;996
"1483";2016-01-22;848.771;923
"1484";2016-01-23;254.18;293
"1485";2016-01-24;4.716;0
"1486";2016-01-25;608.626;613
"1487";2016-01-26;780.916;901
"1488";2016-01-27;917.001;1005
"1489";2016-01-28;1026.393;1231
"1490";2016-01-29;1258.19;1488
"1491";2016-01-30;404.836;846
"1492";2016-01-31;6.592;0
"1493";2016-02-01;516.719;451
"1494";2016-02-02;619.408;694
"1495";2016-02-03;840.229;747
"1496";2016-02-04;894.352;931
"1497";2016-02-05;945.906;918
"1498";2016-02-06;286.842;226
"1499";2016-02-07;6.098;16
"1500";2016-02-08;678.966;653
"1501";2016-02-09;884.807;747
"1502";2016-02-10;1045.324;895
"1503";2016-02-11;1021.972;924
"1504";2016-02-12;1059.793;1003
"1505";2016-02-13;319.274;305
"1506";2016-02-14;6.534;0
"1507";2016-02-15;702.89;783
"1508";2016-02-16;867.638;773
"1509";2016-02-17;1024.739;1014
"1510";2016-02-18;967.499;941
"1511";2016-02-19;1069.74;971
"1512";2016-02-20;342.741;225
"1513";2016-02-21;6.119;1
"1514";2016-02-22;723.621;738
"1515";2016-02-23;945.103;947
"1516";2016-02-24;979.182;1094
"1517";2016-02-25;1139.032;1104
"1518";2016-02-26;1224.594;1390
"1519";2016-02-27;358.874;344
"1520";2016-02-28;8.076;0
"1521";2016-02-29;1072.671;1545
"1522";2016-03-01;643.723;644
"1523";2016-03-02;708.956;841
"1524";2016-03-03;856.639;845
"1525";2016-03-04;933.587;956
"1526";2016-03-05;270.193;211
"1527";2016-03-06;5.88;1
"1528";2016-03-07;689.664;809
"1529";2016-03-08;845.848;902
"1530";2016-03-09;1012.725;905
"1531";2016-03-10;1065.74;984
"1532";2016-03-11;1066.806;952
"1533";2016-03-12;302.725;248
"1534";2016-03-13;6.545;0
"1535";2016-03-14;738.989;707
"1536";2016-03-15;875.653;965
"1537";2016-03-16;993.074;1132
"1538";2016-03-17;1044.753;1125
"1539";2016-03-18;1009.943;1234
"1540";2016-03-19;305.566;364
"1541";2016-03-20;1.618;1
"1542";2016-03-21;14.909;0
"1543";2016-03-22;901.478;667
"1544";2016-03-23;1081.737;703
"1545";2016-03-24;229.855;0
"1546";2016-03-25;273.762;0
"1547";2016-03-26;349.799;0
"1548";2016-03-27;1.694;0
"1549";2016-03-28;913.44;596
"1550";2016-03-29;1336.322;928
"1551";2016-03-30;1722.899;1268
"1552";2016-03-31;1395.256;1861
"1553";2016-04-01;767.165;637
"1554";2016-04-02;210.86;152
"1555";2016-04-03;5.123;8
"1556";2016-04-04;604.891;512
"1557";2016-04-05;763.51;617
"1558";2016-04-06;927.738;896
"1559";2016-04-07;980.903;938
"1560";2016-04-08;1008.051;888
"1561";2016-04-09;301.207;173
"1562";2016-04-10;6.373;0
"1563";2016-04-11;691.207;613
"1564";2016-04-12;855.437;755
"1565";2016-04-13;1032.633;904
"1566";2016-04-14;1051.057;899
"1567";2016-04-15;1043.571;875
"1568";2016-04-16;295.363;199
"1569";2016-04-17;6.248;0
"1570";2016-04-18;654.364;674
"1571";2016-04-19;863.465;768
"1572";2016-04-20;1108.534;939
"1573";2016-04-21;984.307;1025
"1574";2016-04-22;1074.349;898
"1575";2016-04-23;321.733;247
"1576";2016-04-24;5.97;0
"1577";2016-04-25;770.38;703
"1578";2016-04-26;988.46;1006
"1579";2016-04-27;1160.712;1235
"1580";2016-04-28;1299.177;1252
"1581";2016-04-29;1592.579;1703
"1582";2016-04-30;512.43;899
"1583";2016-05-01;0.088;0
"1584";2016-05-02;445.589;374
"1585";2016-05-03;657.895;620
"1586";2016-05-04;786.158;840
"1587";2016-05-05;812.089;1001
"1588";2016-05-06;899.949;975
"1589";2016-05-07;266.591;255
"1590";2016-05-08;5.38;0
"1591";2016-05-09;13.712;0
"1592";2016-05-10;818.484;707
"1593";2016-05-11;898.34;910
"1594";2016-05-12;909.864;987
"1595";2016-05-13;1001.702;925
"1596";2016-05-14;285.657;220
"1597";2016-05-15;5.569;0
"1598";2016-05-16;624.161;687
"1599";2016-05-17;802.366;796
"1600";2016-05-18;850.457;905
"1601";2016-05-19;918.404;925
"1602";2016-05-20;1075.33;918
"1603";2016-05-21;267.516;257
"1604";2016-05-22;5.734;0
"1605";2016-05-23;679.887;659
"1606";2016-05-24;766.695;941
"1607";2016-05-25;1001.239;1107
"1608";2016-05-26;1051.351;1225
"1609";2016-05-27;1125.944;1375
"1610";2016-05-28;353.092;358
