"date";"pronostico";"Unidades"
"1611";2016-05-29;8.5;0
"1612";2016-05-30;23.327;0
"1613";2016-05-31;1071.551;1613
"1614";2016-06-01;688.618;439
"1615";2016-06-02;675.549;757
"1616";2016-06-03;835.759;904
"1617";2016-06-04;249.241;244
"1618";2016-06-05;5.176;13
"1619";2016-06-06;13.39;0
"1620";2016-06-07;803.007;648
"1621";2016-06-08;904.841;836
"1622";2016-06-09;965.003;863
"1623";2016-06-10;1039.763;1073
"1624";2016-06-11;284.806;207
"1625";2016-06-12;5.8;0
"1626";2016-06-13;691.824;726
"1627";2016-06-14;860.438;848
"1628";2016-06-15;936.724;926
"1629";2016-06-16;946.278;884
"1630";2016-06-17;1019.288;890
"1631";2016-06-18;269.625;195
"1632";2016-06-19;5.854;0
"1633";2016-06-20;742.675;653
"1634";2016-06-21;805.794;831
"1635";2016-06-22;964.351;966
"1636";2016-06-23;1030.764;942
"1637";2016-06-24;973.973;970
"1638";2016-06-25;317.429;269
"1639";2016-06-26;6.702;0
"1640";2016-06-27;777.632;906
"1641";2016-06-28;1063.559;1046
"1642";2016-06-29;1429.522;1464
"1643";2016-06-30;1641.713;2242
"1644";2016-07-01;739.557;496
"1645";2016-07-02;203.272;81
"1646";2016-07-03;4.938;0
"1647";2016-07-04;12.562;0
"1648";2016-07-05;736.034;517
"1649";2016-07-06;894.352;762
"1650";2016-07-07;945.603;678
"1651";2016-07-08;971.775;939
"1652";2016-07-09;290.368;219
"1653";2016-07-10;6.144;0
"1654";2016-07-11;666.333;643
"1655";2016-07-12;824.652;796
"1656";2016-07-13;995.472;760
"1657";2016-07-14;1013.233;724
"1658";2016-07-15;1006.016;867
"1659";2016-07-16;284.734;222
"1660";2016-07-17;6.023;0
"1661";2016-07-18;630.816;584
"1662";2016-07-19;832.392;777
"1663";2016-07-20;23.021;0
"1664";2016-07-21;948.885;816
"1665";2016-07-22;1035.687;893
"1666";2016-07-23;310.155;226
"1667";2016-07-24;5.755;0
"1668";2016-07-25;742.656;697
"1669";2016-07-26;952.888;971
"1670";2016-07-27;1118.942;1106
"1671";2016-07-28;1252.424;1312
"1672";2016-07-29;1535.267;1606
"1673";2016-07-30;493.989;959
"1674";2016-07-31;8.043;1
"1675";2016-08-01;501.577;404
"1676";2016-08-02;601.256;746
"1677";2016-08-03;815.607;838
"1678";2016-08-04;868.144;986
"1679";2016-08-05;918.187;898
"1680";2016-08-06;278.436;175
"1681";2016-08-07;0.128;0
"1682";2016-08-08;659.07;798
"1683";2016-08-09;858.879;954
"1684";2016-08-10;1014.692;844
"1685";2016-08-11;992.024;1133
"1686";2016-08-12;1028.737;968
"1687";2016-08-13;309.918;228
"1688";2016-08-14;6.342;0
"1689";2016-08-15;14.698;0
"1690";2016-08-16;842.213;692
"1691";2016-08-17;994.71;881
"1692";2016-08-18;939.148;972
"1693";2016-08-19;1038.392;1017
"1694";2016-08-20;332.698;268
"1695";2016-08-21;5.94;0
"1696";2016-08-22;702.416;728
"1697";2016-08-23;917.408;992
"1698";2016-08-24;950.488;1044
"1699";2016-08-25;1105.654;1106
"1700";2016-08-26;1188.709;1111
"1701";2016-08-27;348.358;356
"1702";2016-08-28;7.84;0
"1703";2016-08-29;1041.238;973
"1704";2016-08-30;1461.169;1500
"1705";2016-08-31;1328.424;1941
"1706";2016-09-01;717.889;677
"1707";2016-09-02;721.076;770
"1708";2016-09-03;244.11;180
"1709";2016-09-04;5.224;0
"1710";2016-09-05;598.666;611
"1711";2016-09-06;791.767;862
"1712";2016-09-07;939.81;999
"1713";2016-09-08;943.302;951
"1714";2016-09-09;1030.038;974
"1715";2016-09-10;303.696;239
"1716";2016-09-11;5.97;0
"1717";2016-09-12;670.746;557
"1718";2016-09-13;881.288;932
"1719";2016-09-14;1007.026;914
"1720";2016-09-15;976.54;891
"1721";2016-09-16;1010.051;808
"1722";2016-09-17;297.716;195
"1723";2016-09-18;5.651;0
"1724";2016-09-19;677.041;695
"1725";2016-09-20;946.065;864
"1726";2016-09-21;943.072;934
"1727";2016-09-22;1005.342;885
"1728";2016-09-23;1100.231;1031
"1729";2016-09-24;284.48;130
"1730";2016-09-25;6.653;0
"1731";2016-09-26;775.049;685
"1732";2016-09-27;990.596;1050
"1733";2016-09-28;1244.751;1193
"1734";2016-09-29;1490.285;1457
"1735";2016-09-30;1752.354;2013
"1736";2016-10-01;206.185;130
"1737";2016-10-02;4.067;0
"1738";2016-10-03;545.139;423
"1739";2016-10-04;709.026;667
"1740";2016-10-05;822.239;846
"1741";2016-10-06;889.952;823
"1742";2016-10-07;963.414;865
"1743";2016-10-08;270.926;195
"1744";2016-10-09;5.809;0
"1745";2016-10-10;678.205;653
"1746";2016-10-11;810.202;832
"1747";2016-10-12;921.237;839
"1748";2016-10-13;990.575;860
"1749";2016-10-14;1032.318;931
"1750";2016-10-15;280.472;213
"1751";2016-10-16;5.697;0
"1752";2016-10-17;14.322;0
"1753";2016-10-18;767.016;641
"1754";2016-10-19;929.883;781
"1755";2016-10-20;1063.385;909
"1756";2016-10-21;966.758;983
"1757";2016-10-22;288.744;203
"1758";2016-10-23;6.205;0
"1759";2016-10-24;635.292;704
"1760";2016-10-25;903.005;916
"1761";2016-10-26;1064.493;1037
"1762";2016-10-27;1113.437;1092
"1763";2016-10-28;1276.014;1304
"1764";2016-10-29;428.025;540
"1765";2016-10-30;9.883;3
"1766";2016-10-31;887.899;1899
"1767";2016-11-01;624.287;521
"1768";2016-11-02;687.551;701
"1769";2016-11-03;830.775;815
"1770";2016-11-04;905.399;901
"1771";2016-11-05;262.036;243
"1772";2016-11-06;5.702;0
"1773";2016-11-07;14.408;0
"1774";2016-11-08;820.31;720
"1775";2016-11-09;982.148;835
"1776";2016-11-10;1033.563;953
"1777";2016-11-11;1034.597;967
"1778";2016-11-12;293.585;220
"1779";2016-11-13;6.347;19
"1780";2016-11-14;15.439;0
"1781";2016-11-15;849.215;679
"1782";2016-11-16;963.09;902
"1783";2016-11-17;1013.209;1014
"1784";2016-11-18;979.45;1015
"1785";2016-11-19;296.34;265
"1786";2016-11-20;6.814;0
"1787";2016-11-21;671.163;761
"1788";2016-11-22;874.261;1048
"1789";2016-11-23;1049.077;1185
"1790";2016-11-24;968.165;1141
"1791";2016-11-25;1153.102;1242
"1792";2016-11-26;339.238;457
"1793";2016-11-27;7.134;0
"1794";2016-11-28;885.861;1052
"1795";2016-11-29;1295.975;1740
"1796";2016-11-30;1670.881;3109
"1797";2016-12-01;939.678;812
"1798";2016-12-02;943.85;986
"1799";2016-12-03;319.527;295
"1800";2016-12-04;6.838;2
"1801";2016-12-05;783.622;917
"1802";2016-12-06;1036.38;1261
"1803";2016-12-07;1230.161;1361
"1804";2016-12-08;26.599;5
"1805";2016-12-09;1348.264;1340
"1806";2016-12-10;397.522;441
"1807";2016-12-11;7.814;0
"1808";2016-12-12;877.971;1107
"1809";2016-12-13;1153.559;1600
"1810";2016-12-14;1318.142;1653
"1811";2016-12-15;1278.239;1626
"1812";2016-12-16;1322.103;1599
"1813";2016-12-17;389.694;378
"1814";2016-12-18;7.397;0
"1815";2016-12-19;886.211;1240
"1816";2016-12-20;1238.348;1567
"1817";2016-12-21;1234.43;1588
"1818";2016-12-22;1315.938;1644
"1819";2016-12-23;1440.143;1667
"1820";2016-12-24;372.369;334
"1821";2016-12-25;0.188;0
"1822";2016-12-26;1014.498;1234
"1823";2016-12-27;1296.636;1922
"1824";2016-12-28;1629.312;2409
"1825";2016-12-29;1950.703;3603
"1826";2016-12-30;2293.737;965
"1827";2016-12-31;520.432;46
"1828";2017-01-01;0.068;0
"1829";2017-01-02;344.503;45
"1830";2017-01-03;508.646;116
"1831";2017-01-04;607.811;232
"1832";2017-01-05;627.859;455
"1833";2017-01-06;695.788;776
"1834";2017-01-07;206.112;192
"1835";2017-01-08;4.159;0
"1836";2017-01-09;10.601;0
"1837";2017-01-10;632.804;609
"1838";2017-01-11;694.544;727
"1839";2017-01-12;703.454;955
"1840";2017-01-13;774.457;1110
"1841";2017-01-14;220.853;237
"1842";2017-01-15;4.306;0
"1843";2017-01-16;482.564;853
"1844";2017-01-17;620.342;927
"1845";2017-01-18;657.523;868
"1846";2017-01-19;710.056;937
"1847";2017-01-20;831.382;850
"1848";2017-01-21;206.828;208
"1849";2017-01-22;4.433;0
"1850";2017-01-23;525.649;666
"1851";2017-01-24;592.764;842
"1852";2017-01-25;774.099;798
"1853";2017-01-26;812.843;950
"1854";2017-01-27;870.514;923
"1855";2017-01-28;272.99;244
"1856";2017-01-29;6.571;0
"1857";2017-01-30;837.209;941
"1858";2017-01-31;828.46;1846
"1859";2017-02-01;655.671;583
"1860";2017-02-02;643.226;723
"1861";2017-02-03;795.771;742
"1862";2017-02-04;237.315;211
"1863";2017-02-05;4.929;0
"1864";2017-02-06;591.809;590
"1865";2017-02-07;764.586;781
"1866";2017-02-08;861.548;833
"1867";2017-02-09;918.831;896
"1868";2017-02-10;990.015;849
"1869";2017-02-11;271.179;206
"1870";2017-02-12;5.522;3
"1871";2017-02-13;658.723;735
"1872";2017-02-14;819.269;810
"1873";2017-02-15;891.905;820
"1874";2017-02-16;901.002;808
"1875";2017-02-17;970.519;767
"1876";2017-02-18;256.725;200
"1877";2017-02-19;5.574;0
"1878";2017-02-20;707.14;633
"1879";2017-02-21;767.24;845
"1880";2017-02-22;918.21;911
"1881";2017-02-23;981.446;818
"1882";2017-02-24;927.372;1052
"1883";2017-02-25;302.241;275
"1884";2017-02-26;6.381;0
"1885";2017-02-27;740.425;1014
"1886";2017-02-28;1012.672;1931
"1887";2017-03-01;666.439;485
"1888";2017-03-02;659.931;708
"1889";2017-03-03;816.438;697
"1890";2017-03-04;243.479;164
"1891";2017-03-05;5.057;0
"1892";2017-03-06;607.179;680
"1893";2017-03-07;784.443;826
"1894";2017-03-08;883.923;866
"1895";2017-03-09;942.694;884
"1896";2017-03-10;1015.726;888
"1897";2017-03-11;278.222;259
"1898";2017-03-12;5.666;1
"1899";2017-03-13;675.83;714
"1900";2017-03-14;840.547;893
"1901";2017-03-15;915.069;922
"1902";2017-03-16;924.402;981
"1903";2017-03-17;995.724;851
"1904";2017-03-18;263.392;143
"1905";2017-03-19;5.719;0
"1906";2017-03-20;15.629;0
"1907";2017-03-21;787.166;616
"1908";2017-03-22;942.057;840
"1909";2017-03-23;1006.935;908
"1910";2017-03-24;951.457;1007
"1911";2017-03-25;310.09;302
"1912";2017-03-26;6.547;3
"1913";2017-03-27;759.654;720
"1914";2017-03-28;1038.972;1065
"1915";2017-03-29;1396.474;1210
"1916";2017-03-30;1603.76;1475
"1917";2017-03-31;1329.779;2092
"1918";2017-04-01;205.595;130
"1919";2017-04-02;4.055;1
"1920";2017-04-03;543.581;393
"1921";2017-04-04;706.999;642
"1922";2017-04-05;819.888;808
"1923";2017-04-06;887.408;964
"1924";2017-04-07;960.66;974
"1925";2017-04-08;270.151;271
"1926";2017-04-09;1.334;0
"1927";2017-04-10;676.266;663
"1928";2017-04-11;807.885;957
"1929";2017-04-12;918.603;646
"1930";2017-04-13;227.423;0
"1931";2017-04-14;237.007;0
"1932";2017-04-15;279.67;0
"1933";2017-04-16;1.308;0
"1934";2017-04-17;662.948;642
"1935";2017-04-18;764.823;691
"1936";2017-04-19;927.225;803
"1937";2017-04-20;1060.344;778
"1938";2017-04-21;963.994;891
"1939";2017-04-22;287.919;204
"1940";2017-04-23;6.187;0
"1941";2017-04-24;633.476;672
"1942";2017-04-25;900.423;1015
"1943";2017-04-26;1061.449;1100
"1944";2017-04-27;1110.254;1265
"1945";2017-04-28;1272.366;1781
"1946";2017-04-29;426.801;881
"1947";2017-04-30;9.855;12
"1948";2017-05-01;9.93;0
"1949";2017-05-02;552.574;378
"1950";2017-05-03;749.569;596
"1951";2017-05-04;797.852;784
"1952";2017-05-05;843.843;869
"1953";2017-05-06;255.892;199
"1954";2017-05-07;5.44;0
"1955";2017-05-08;605.706;637
"1956";2017-05-09;789.337;778
"1957";2017-05-10;932.534;931
"1958";2017-05-11;911.702;880
"1959";2017-05-12;945.442;855
"1960";2017-05-13;284.825;225
"1961";2017-05-14;5.829;0
"1962";2017-05-15;627.049;629
"1963";2017-05-16;774.021;770
"1964";2017-05-17;914.17;812
"1965";2017-05-18;863.107;904
"1966";2017-05-19;954.316;878
"1967";2017-05-20;305.76;281
"1968";2017-05-21;5.459;0
"1969";2017-05-22;645.543;632
"1970";2017-05-23;843.127;912
"1971";2017-05-24;873.529;996
"1972";2017-05-25;1016.131;1057
"1973";2017-05-26;1092.461;1105
"1974";2017-05-27;320.152;431
"1975";2017-05-28;7.205;0
"1976";2017-05-29;20.614;0
"1977";2017-05-30;1342.861;1043
"1978";2017-05-31;1220.865;2443
"1979";2017-06-01;712.606;566
"1980";2017-06-02;715.77;633
"1981";2017-06-03;242.314;145
"1982";2017-06-04;5.186;0
"1983";2017-06-05;594.261;581
"1984";2017-06-06;785.941;731
"1985";2017-06-07;932.895;800
"1986";2017-06-08;936.361;843
"1987";2017-06-09;1022.458;839
"1988";2017-06-10;301.462;219
"1989";2017-06-11;5.926;0
"1990";2017-06-12;665.81;610
"1991";2017-06-13;874.803;790
"1992";2017-06-14;999.615;876
"1993";2017-06-15;969.355;791
"1994";2017-06-16;1002.619;850
"1995";2017-06-17;295.525;251
"1996";2017-06-18;5.61;4
"1997";2017-06-19;14.478;0
"1998";2017-06-20;939.104;719
"1999";2017-06-21;936.132;903
"2000";2017-06-22;997.944;1062
"2001";2017-06-23;1092.135;1025
"2002";2017-06-24;282.387;259
"2003";2017-06-25;6.604;0
"2004";2017-06-26;16.573;0
"2005";2017-06-27;983.306;776
"2006";2017-06-28;1235.591;1231
"2007";2017-06-29;1479.319;1502
"2008";2017-06-30;1739.459;2920
"2009";2017-07-01;217.803;109
"2010";2017-07-02;4.296;0
"2011";2017-07-03;12.405;0
"2012";2017-07-04;748.978;309
"2013";2017-07-05;868.57;651
"2014";2017-07-06;940.099;768
"2015";2017-07-07;1017.7;839
"2016";2017-07-08;286.192;198
"2017";2017-07-09;6.137;1
"2018";2017-07-10;716.42;686
"2019";2017-07-11;855.855;780
"2020";2017-07-12;973.147;851
"2021";2017-07-13;1046.391;844
"2022";2017-07-14;1090.486;1003
"2023";2017-07-15;296.276;218
"2024";2017-07-16;6.018;1
"2025";2017-07-17;702.312;704
"2026";2017-07-18;810.236;862
"2027";2017-07-19;982.28;884
"2028";2017-07-20;24.199;2
"2029";2017-07-21;1021.232;823
"2030";2017-07-22;305.014;221
"2031";2017-07-23;6.555;0
"2032";2017-07-24;671.089;695
"2033";2017-07-25;953.887;988
"2034";2017-07-26;1124.474;1154
"2035";2017-07-27;1176.177;1251
"2036";2017-07-28;1347.914;1325
"2037";2017-07-29;452.143;483
"2038";2017-07-30;10.44;0
"2039";2017-07-31;937.93;2061
"2040";2017-08-01;655.121;620
"2041";2017-08-02;721.509;671
"2042";2017-08-03;871.807;824
"2043";2017-08-04;950.117;892
"2044";2017-08-05;274.978;189
"2045";2017-08-06;5.984;0
"2046";2017-08-07;15.12;0
"2047";2017-08-08;860.825;621
"2048";2017-08-09;1030.656;905
"2049";2017-08-10;1084.61;965
"2050";2017-08-11;1085.695;884
"2051";2017-08-12;308.085;247
"2052";2017-08-13;6.66;0
"2053";2017-08-14;752.074;668
"2054";2017-08-15;891.157;933
"2055";2017-08-16;1010.657;920
"2056";2017-08-17;1063.251;993
"2057";2017-08-18;1027.825;930
"2058";2017-08-19;310.976;224
"2059";2017-08-20;7.15;1
"2060";2017-08-21;15.172;0
"2061";2017-08-22;917.44;621
"2062";2017-08-23;1100.891;886
"2063";2017-08-24;1015.982;923
"2064";2017-08-25;1210.054;1068
"2065";2017-08-26;355.993;273
"2066";2017-08-27;7.487;0
"2067";2017-08-28;929.614;846
"2068";2017-08-29;1359.983;1141
"2069";2017-08-30;1753.405;1570
"2070";2017-08-31;1419.961;2214
"2071";2017-09-01;793.672;581
"2072";2017-09-02;218.145;152
"2073";2017-09-03;5.3;0
"2074";2017-09-04;625.791;523
"2075";2017-09-05;789.891;707
"2076";2017-09-06;959.793;881
"2077";2017-09-07;1014.795;525
"2078";2017-09-08;1042.881;832
"2079";2017-09-09;311.615;193
"2080";2017-09-10;6.593;1
"2081";2017-09-11;715.089;653
"2082";2017-09-12;884.994;763
"2083";2017-09-13;1068.313;993
"2084";2017-09-14;1087.373;845
"2085";2017-09-15;1079.628;821
"2086";2017-09-16;305.568;160
"2087";2017-09-17;6.463;0
"2088";2017-09-18;676.974;631
"2089";2017-09-19;893.3;761
"2090";2017-09-20;1146.837;717
"2091";2017-09-21;1018.317;850
"2092";2017-09-22;1111.47;815
"2093";2017-09-23;332.85;184
"2094";2017-09-24;6.176;2
"2095";2017-09-25;796.998;817
"2096";2017-09-26;1022.613;965
"2097";2017-09-27;1200.817;1194
"2098";2017-09-28;1344.066;1363
"2099";2017-09-29;1647.606;1600
"2100";2017-09-30;530.135;907
"2101";2017-10-01;4.509;0
"2102";2017-10-02;501.895;405
"2103";2017-10-03;741.029;517
"2104";2017-10-04;885.499;735
"2105";2017-10-05;914.706;758
"2106";2017-10-06;1013.669;843
"2107";2017-10-07;300.278;191
"2108";2017-10-08;6.06;7
"2109";2017-10-09;716.943;592
"2110";2017-10-10;921.91;772
"2111";2017-10-11;1011.857;908
"2112";2017-10-12;1024.837;860
"2113";2017-10-13;1128.28;939
"2114";2017-10-14;321.754;165
"2115";2017-10-15;6.273;0
"2116";2017-10-16;15.145;0
"2117";2017-10-17;903.755;565
"2118";2017-10-18;957.923;792
"2119";2017-10-19;1034.456;762
"2120";2017-10-20;1211.211;866
"2121";2017-10-21;301.32;230
"2122";2017-10-22;6.458;0
"2123";2017-10-23;765.799;630
"2124";2017-10-24;863.577;840
"2125";2017-10-25;1127.758;953
"2126";2017-10-26;1184.203;1045
"2127";2017-10-27;1268.222;1112
"2128";2017-10-28;397.709;349
"2129";2017-10-29;9.574;2
"2130";2017-10-30;1219.7;1248
"2131";2017-10-31;1206.955;2729
"2132";2017-11-01;770.911;541
"2133";2017-11-02;756.279;712
"2134";2017-11-03;935.636;844
"2135";2017-11-04;279.026;217
"2136";2017-11-05;5.795;0
"2137";2017-11-06;14.99;0
"2138";2017-11-07;898.969;620
"2139";2017-11-08;1012.973;849
"2140";2017-11-09;1080.325;894
"2141";2017-11-10;1164.019;906
"2142";2017-11-11;318.842;226
"2143";2017-11-12;6.493;0
"2144";2017-11-13;16.684;0
"2145";2017-11-14;963.264;538
"2146";2017-11-15;1048.666;785
"2147";2017-11-16;1059.362;860
"2148";2017-11-17;1141.097;914
"2149";2017-11-18;301.847;238
"2150";2017-11-19;6.554;4
"2151";2017-11-20;831.427;550
"2152";2017-11-21;902.089;852
"2153";2017-11-22;1079.595;932
"2154";2017-11-23;1153.944;1172
"2155";2017-11-24;1090.367;1248
"2156";2017-11-25;355.363;404
"2157";2017-11-26;7.502;3
"2158";2017-11-27;870.562;943
"2159";2017-11-28;1190.659;1319
"2160";2017-11-29;1600.355;1726
"2161";2017-11-30;1837.905;2977
"2162";2017-12-01;1062.829;649
"2163";2017-12-02;294.18;178
"2164";2017-12-03;7.147;1
"2165";2017-12-04;843.911;550
"2166";2017-12-05;1065.207;779
"2167";2017-12-06;1294.33;1001
"2168";2017-12-07;1368.502;1044
"2169";2017-12-08;30.297;1
"2170";2017-12-09;420.228;148
"2171";2017-12-10;8.891;0
"2172";2017-12-11;964.334;784
"2173";2017-12-12;1193.459;1084
"2174";2017-12-13;1440.674;1182
"2175";2017-12-14;1466.378;1171
"2176";2017-12-15;1455.933;1173
"2177";2017-12-16;412.074;262
"2178";2017-12-17;8.716;0
"2179";2017-12-18;912.933;959
"2180";2017-12-19;1204.66;1364
"2181";2017-12-20;1546.567;1577
"2182";2017-12-21;1373.252;1602
"2183";2017-12-22;1498.873;1645
"2184";2017-12-23;448.865;496
"2185";2017-12-24;8.329;0
"2186";2017-12-25;23.153;0
"2187";2017-12-26;1379.045;1251
"2188";2017-12-27;1619.362;2102
"2189";2017-12-28;1812.541;3449
"2190";2017-12-29;2221.88;1084
"2191";2017-12-30;714.914;18
"2192";2017-12-31;11.64;0
